neg,neu,pos,preds,category,texts,processed,wc,uwc,hit
0.5082935927963554,0.43693869676882013,0.05476771043482433,neg,neg,ดิวปกติจริงๆ แล้วมันควรจะเป็นระบบขั้นบันไดหรือเปล่า? ฟังๆ ดูแล้วระบบปัจุบันมันไม่ค่อยแฟร์สำหรับทุกฝ่ายจนต้องแก้ปัญหาแบบสุดขั่ว,ดิ|ว|ปกติ|จริงๆ|แล้ว|มัน|ควรจะ|เป็นระบบ|ขั้นบันได|หรือเปล่า|?|ฟัง|ๆ|ดู|แล้ว|ระบบ|ปัจุ|บัน|มัน|ไม่ค่อย|แฟร์|สำหรับ|ทุกฝ่าย|จน|ต้อง|แก้ปัญหา|แบบ|สุด|ขั่ว,29,27,True
0.3296360102589461,0.4699487690776152,0.20041522066343875,neu,neg,สุดยอด!! อยู่ที่บ้านก็ได้ล่ามโซ่ตรวนกันทุกคน ขอบคุณครับพี่/ลุง,สุดยอด|!!|อยู่|ที่|บ้าน|ก็ได้|ล่าม|โซ่ตรวน|กัน|ทุกคน|ขอบคุณ|ครับ|พี่|/|ลุง,15,15,False
0.43578597412397874,0.45243061169418797,0.11178341418183327,neu,neu,ที่บ้านยังมาไม่ถึงเล๊ย...,ที่|บ้าน|ยัง|มา|ไม่|ถึง|เล๊ย.|xxrep,8,8,True
0.20343795381804308,0.7250738490576579,0.07148819712429909,neu,neu,บอร์ด​จะพังแบบรุ่น​พี่​ ๆ​ ไหมเนี่ย,บอร์ด|​|จะ|พัง|แบบ|รุ่น|​|พี่|​|ๆ​|ไหม|เนี่ย,12,10,True
0.27691558161330865,0.6050202365998733,0.11806418178681813,neu,neg,Surface Pro ไม่มาพร้อมปากกา ทำตัวเป็น iPad Pro ไปได้,surface|pro|ไม่|มา|พร้อม|ปากกา|ทำตัว|เป็น|ipad|pro|ไป|ได้,12,11,False
0.09877851799330514,0.7503328892568812,0.1508885927498136,neu,neu,ความตั้งใจแรก น่าจะเป็นกฎไว้ใช้จัดการกับ Mod H ทั้งหลายหรือเปล่านะ?,ความตั้งใจ|แรก|น่าจะเป็น|กฎ|ไว้|ใช้|จัดการ|กับ|mod|h|ทั้งหลาย|หรือเปล่า|นะ|?,14,14,True
0.5997525748583463,0.18169039266614326,0.21855703247551034,neg,neg,XIr มี 2 กล้อง มองว่าเป็นการทำให้ Xl นั้นขายได้น้อยกว่า ราคาก็ต่างละ ส่วน Xl Max นี่ก็คงยอดขายคงที่,xir|มี|2|กล้อง|มองว่า|เป็นการ|ทำให้|xl|นั้น|ขาย|ได้|น้อยกว่า|ราคา|ก็|ต่าง|ละ|ส่วน|xl|max|นี่|ก็|คง|ยอดขาย|คงที่,24,22,True
0.26474345866278737,0.4607351089445759,0.27452143239263666,neu,pos,อูยยยยยยยย เเถม Anthem ด้วยยยยยยยยยยยย,อูย|xxrep|เเถม|anthem|ด้วย|xxrep,6,5,False
0.7225436207748872,0.22262125444736114,0.054835124777751536,neg,neg,เรือธง สเปคธงเรือ ก็กินเกลือไปครับ,เรือธง|สเปค|ธง|เรือ|ก็|กิน|เกลือ|ไป|ครับ,9,9,True
0.056451830187834645,0.8562110227692582,0.08733714704290707,neu,neg,วาง pattern ได้เหมือนรูระบายน้ำในส้วมเลยครับ,วาง|pattern|ได้|เหมือน|รู|ระบาย|น้ำ|ใน|ส้วม|เลย|ครับ,11,11,False
0.26364233871553727,0.5003131585946929,0.2360445026897698,neu,pos,ผมว่าออกทุกปีแบบ Activition ทำเกมเละไปแล้วนะ ดูได้จาก CoD หลัง MW2 เป็นต้นไปนี่ แทบจะมีแต่คนด่าด้วยซ้ำ,ผม|ว่า|ออก|ทุกปี|แบบ|activition|ทำ|เกม|เละ|ไป|แล้ว|นะ|ดู|ได้|จาก|cod|หลัง|mw|2|เป็นต้นไป|นี่|แทบจะ|มี|แต่|คน|ด่า|ด้วยซ้ำ,27,27,False
0.4515204085176504,0.456911191331667,0.09156840015068267,neu,neu,แบบนี้เรียกโดนแฮ็กแบบตอนทรุยหรือเปล่า อิอิ,แบบนี้|เรียก|โดน|แฮ็ก|แบบ|ตอ|นท|รุย|หรือเปล่า|อิอิ,10,10,True
0.4561561804912733,0.4891684053496708,0.05467541415905607,neu,neg,ถ้า Apple ถอนตัวจากจีน จีนก็ผลักดันแบรนด์จีนต่อไป เผลอ ๆ ไม่เดือดร้อนอะไรกับการที่ Iphone ไม่มีขายในจีนก็ได้,ถ้า|apple|ถอนตัว|จาก|จีน|จีน|ก็|ผลักดัน|แบรนด์|จีน|ต่อไป|เผลอ|ๆ|ไม่|เดือดร้อน|อะไร|กับ|การ|ที่|iphone|ไม่|มี|ขาย|ใน|จีน|ก็ได้,26,22,False
0.013343797976355475,0.5402371269771261,0.44641907504651845,neu,pos,ดีอยุ่นะ,ดี|อยุ่|นะ,3,3,False
0.2703448067603767,0.5167649128885204,0.21289028035110294,neu,neg,ขิงยิ่งแก่ ยิ่งเผ็ด,ขิง|ยิ่ง|แก่|ยิ่ง|เผ็ด,5,4,False
0.5065498220012767,0.4593083546465871,0.03414182335213619,neg,neu,Intel มันยังไม่หลุดพ้นจากการทำโรงงานเอง มีสิทธิ์เจ๊งสูง เพราะจะผลิต 14nm ลงไป ลงทุนหนักมาก,intel|มัน|ยัง|ไม่|หลุดพ้น|จาก|การ|ทำ|โรงงาน|เอง|มีสิทธิ์|เจ๊ง|สูง|เพราะ|จะ|ผลิต|14|nm|ลง|ไป|ลงทุน|หนัก|มาก,23,23,False
0.2684378277722033,0.4738448389993783,0.2577173332284182,neu,pos,"สักหน่อยก็ ver. 20 , 22 ไหลเร็วขึ้นเหมือน Chrome ^_^","สักหน่อย|ก็|ver|.|20|,|22|ไหล|เร็ว|ขึ้น|เหมือน|chrome|^_^",13,13,False
0.4755853119263659,0.4397782969761098,0.08463639109752437,neg,neg,โทษแต่จีน ตัวเองทำมือถือราคาแพง ไม่มีนวัตกรรม ขณะที่มือถือจีนราคาหมื่นต้นใช้ได้ดีเหมือนกัน และคนจีนชาตินิยมมาก แถว่าสงครามการค้านี่ฟังไม่ขึ้นอย่างแรง,โทษ|แต่|จีน|ตัวเอง|ทำ|มือถือ|ราคาแพง|ไม่|มี|นวัตกรรม|ขณะที่|มือถือ|จีน|ราคา|หมื่น|ต้น|ใช้|ได้ดี|เหมือนกัน|และ|คนจีน|ชาตินิยม|มาก|แถ|ว่า|สงคราม|การค้า|นี่|ฟังไม่ขึ้น|อย่าง|แรง,31,29,True
0.5015953443551182,0.2851558596143789,0.21324879603050287,neg,neu,ต้องยอมลดกำไร ไม่งั้นลูกค้าก็จะลดการซื้อแทน ปีนี้คงยอดหายไปเยอะ ตลาดใหญ่อันดับที่ 2 อย่างจีนกระทบหนัก เจอสงครามการค้าเข้าไป จีนเขาก็ชาตินิยมเยอะอยู่ (+รัฐหนุนทั้งทางตรงและอ้อม),ต้อง|ยอม|ลด|กำไร|ไม่งั้น|ลูกค้า|ก็|จะ|ลด|การ|ซื้อ|แทน|ปี|นี้|คง|ยอด|หาย|ไป|เยอะ|ตลาด|ใหญ่|อันดับ|ที่|2|อย่าง|จีน|กระทบ|หนัก|เจอ|สงคราม|การค้า|เข้าไป|จีน|เขา|ก็|ชาตินิยม|เยอะ|อยู่|(+|รัฐ|หนุน|ทั้ง|ทางตรง|และ|อ้อม|),46,42,False
0.24169186430099587,0.6545149891846722,0.10379314651433183,neu,neu,มี QR เป็น url ไปเช็คราคาปัจจุบันได้ก็ยังดี,มี|qr|เป็น|url|ไป|เช็ค|ราคา|ปัจจุบัน|ได้|ก็|ยัง|ดี,12,12,True
0.36429722541040327,0.444563541006547,0.19113923358304974,neu,neg,ไทยจะตามไปอีกราย ปชต แค่เปลือกนอก เนื้อในเผด็จการ,ไทย|จะ|ตาม|ไป|อี|กราย|ปชต|แค่|เปลือกนอก|เนื้อใน|เผด็จการ,11,11,False
0.33776396895983307,0.5022618525009829,0.159974178539184,neu,neg,ให้ 5/10 ทนดูจนจบเพราะอยากรู้ว่ามันเกิดอะไรขึ้น? แถมตอนจบยังฮา ไว้ตอบคำถามพวกซนๆ ตั้งคำถามแบบกวนๆ ทำนองนั้น,ให้|5|/|10|ทน|ดู|จน|จบ|เพราะ|อยากรู้|ว่า|มัน|เกิด|อะไร|ขึ้น|?|แถม|ตอนจบ|ยัง|ฮา|ไว้|ตอบคำถาม|พวก|ซน|ๆ|ตั้งคำถาม|แบบ|กวน|ๆ|ทำนอง|นั้น,31,30,False
0.2724783164284166,0.593069916575094,0.13445176699648936,neu,neg,MacKenzie อาจได้รับหุ้นหรือเงินสูงถึง 66 ล้านดอลลาร์สหรัฐ น่าจะ 66 พันล้านดอลลาร์สหรัฐ รึเปล่าครับ (ในข่าวเป็น Billion),mackenzie|อาจ|ได้รับ|หุ้น|หรือ|เงิน|สูง|ถึง|66|ล้าน|ดอลลาร์สหรัฐ|น่าจะ|66|พัน|ล้าน|ดอลลาร์สหรัฐ|รึเปล่า|ครับ|(|ใน|ข่าว|เป็น|billion|),24,21,False
0.14623547221640168,0.4036317897797446,0.4501327380038537,pos,pos,เยี่ยมเลย,เยี่ยม|เลย,2,2,True
0.328615579740845,0.42291008124141294,0.24847433901774205,neu,neu,อาจได้เห็น Oracle Linux หรือ Solaris รันบนระบบควบคุมและจอสัมผัสรถ Tesla แน่ๆ ส่วนโรงงาน น่าจะใช้ Oracle Database อยู่แล้,อาจ|ได้|เห็น|oracle|linux|หรือ|solaris|รัน|บน|ระบบ|ควบคุม|และ|จอ|สัมผัส|รถ|tesla|แน่ๆ|ส่วน|โรงงาน|น่าจะ|ใช้|oracle|database|อยู่|แล้,25,24,True
0.12332027983105802,0.5041275920823423,0.3725521280865999,neu,neu,แสดงว่าหาทางขยายให้ซื้อ service จาก itune มาโปะยอดขายมือถือสินะ,แสดงว่า|หาทาง|ขยาย|ให้|ซื้อ|service|จาก|itune|มา|โปะ|ยอดขาย|มือถือ|สิ|นะ,14,14,True
0.12499382583923188,0.6645879916059885,0.21041818255477981,neu,neu,อยากได้ทรูด้วย เหมือน data จาก setting จะมากกว่าแอพ iservice อยู่นิดนึง คาดว่ามือถือนับแบบไม่บีบอัดแต่ค่ายนับแบบบีบอัด,อยากได้|ทรู|ด้วย|เหมือน|data|จาก|setting|จะ|มากกว่า|แอพ|iservice|อยู่|นิดนึง|คาด|ว่า|มือถือ|นับ|แบบ|ไม่|บีบ|อัด|แต่|ค่าย|นับ|แบ|xxrep|ีบ|อัด,28,26,True
0.3669509396562191,0.38443464680978406,0.2486144135339968,neu,neu,LCD เปลืองแบตครับ ส่วน E-Ink ใช้ไฟแค่กระตุ้นเปลี่ยนข้อความ แล้วก็ค้างข้อความไว้ได้เลย ไม่ต้องใช้ไฟ Amazon เองก็ชำนาญเรื่อง E-Ink อยู่แล้วจาก Amazon Kindle,lcd|เปลือง|แบต|ครับ|ส่วน|e-ink|ใช้|ไฟ|แค่|กระตุ้น|เปลี่ยน|ข้อความ|แล้วก็|ค้าง|ข้อความ|ไว้|ได้|เลย|ไม่ต้อง|ใช้|ไฟ|amazon|เอง|ก็|ชำนาญ|เรื่อง|e-ink|อยู่แล้ว|จาก|amazon|kindle,31,26,True
0.2341421762592035,0.45572840038879936,0.3101294233519971,neu,neg,3แสน!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,3|แสน|!|xxrep,4,4,False
0.39030588874035094,0.5136629747856036,0.09603113647404547,neu,neg,แบตไม่อึด ใช้ไม่ถึงวัน จริงๆไม่น่าจะมีในมือถือรุ่นใหม่แล้วนะ,แบต|ไม่|อึด|ใช้|ไม่|ถึง|วัน|จริงๆ|ไม่|น่าจะ|มี|ใน|มือถือ|รุ่นใหม่|แล้ว|นะ,16,14,False
0.6090436655888433,0.15914748961081046,0.23180884480034633,neg,neu,เอาน่า ดีกว่าจอแหว่ง ปล. ผมว่าจอโน้ตบุ๊ก​นี่น่าทำติ่งหยดน้ำไม่ก็ infinity-O มากเลย กินที่นิดเดียวเอง,เอา|น่า|ดีกว่า|จอ|แหว่ง|ปล.|ผม|ว่า|จอ|โน้ตบุ๊ก|​|นี่|น่า|ทำ|ติ่ง|หยดน้ำ|ไม่|ก็|infinity-o|มาก|เลย|กินที่|นิดเดียว|เอง,24,22,False
0.2539696423093822,0.6667806851639182,0.07924967252669973,neu,neg,ผมก็ว่าอยู่ ปล่อยให้มีเพจต่อต้านรัฐแบบนี้มันผิดหลักการคอมมิวนิสต์ เต็มๆ นะครับ,ผม|ก็|ว่า|อยู่|ปล่อย|ให้|มี|เพจ|ต่อต้าน|รัฐ|แบบนี้|มัน|ผิด|หลักการ|คอมมิวนิสต์|เต็มๆ|นะ|ครับ,18,18,False
0.35957962905143176,0.49943092006095735,0.14098945088761097,neu,neg,ซื้อ 2 ลูกเลยครับ ถ้า backup งาน ทั้งชาติผมว่าไม่เกิน 4TB หลอก เพราะผม ก็ backup อยู่ 4TB สองลูก อย่างอื่นก็ load ใหม่เอาก็ได้,ซื้อ|2|ลูก|เลย|ครับ|ถ้า|backup|งาน|ทั้งชาติ|ผม|ว่า|ไม่|เกิน|4|tb|หลอก|เพราะ|ผม|ก็|backup|อยู่|4|tb|สอง|ลูก|อย่าง|อื่น|ก็|load|ใหม่|เอา|ก็ได้,32,26,False
0.09644337523780076,0.5528745593070225,0.3506820654551767,neu,pos,ตัวนี้ๆๆๆๆๆ ราคานี้ค่อยยังชั่ว,ตัว|นี้|ๆ|xxrep|ราคา|นี้|ค่อยยังชั่ว,7,6,False
